id,ssid,bssid,signal,frequency,auth,akm,cipher,timestamp,longitude,latitude,altitude
213,Trump2024,e2:db:d1:cb:76:f1,-91,2412,0,[4],0,2026-06-02T14:39:05.415330,0.0,0.0,0.0
214,,e2:db:d1:cb:76:f6,-91,2412,0,[3],0,2026-06-02T14:39:05.415411,0.0,0.0,0.0
215,,8c:90:2d:21:88:c6,-72,2417,0,[4],0,2026-06-02T14:39:05.415494,0.0,0.0,0.0
216,,06:99:12:88:1b:63,-75,2437,0,[4],0,2026-06-02T14:39:05.415608,0.0,0.0,0.0
217,,06:99:12:58:1b:63,-77,2437,0,[4],0,2026-06-02T14:39:05.415692,0.0,0.0,0.0
218,Brown Hollow 2,8e:a0:2d:21:88:c2,-78,2417,0,[4],0,2026-06-02T14:39:05.415891,0.0,0.0,0.0
219,,8c:90:2d:21:88:c2,-79,2417,0,[4],0,2026-06-02T14:39:05.415982,0.0,0.0,0.0
220,Brown Hollow 2,8e:a0:2d:21:88:ca,-87,2417,0,[4],0,2026-06-02T14:39:05.416069,0.0,0.0,0.0
221,[LG_Oven]aab8,22:28:bc:e6:aa:b8,-89,2462,0,[4],0,2026-06-02T14:39:05.416156,0.0,0.0,0.0
222,,6e:42:4e:6b:01:f3,-70,5220,0,[4],0,2026-06-02T14:39:45.331357,0.0,0.0,0.0
223,,6e:42:4e:7b:01:f3,-66,5765,0,[4],0,2026-06-02T14:39:45.332519,0.0,0.0,0.0
224,M&M Lodge,24:e5:0f:4a:91:1a,-70,5745,0,[4],0,2026-06-02T14:39:45.332706,0.0,0.0,0.0
225,Vranes Home Starlink,6e:42:4e:3b:01:f3,-71,5220,0,[4],0,2026-06-02T14:39:45.332795,0.0,0.0,0.0
226,Vranes Home Starlink,6e:42:4e:4b:01:f3,-66,5765,0,[4],0,2026-06-02T14:39:45.332886,0.0,0.0,0.0
227,M&M Lodge,24:e5:0f:4a:7f:2c,-84,5745,0,[4],0,2026-06-02T14:39:45.332970,0.0,0.0,0.0
228,M&M Lodge,24:e5:0f:4a:76:71,-78,5745,0,[4],0,2026-06-02T14:39:45.333053,0.0,0.0,0.0
229,306D4721,0a:b4:b1:03:f8:e9,-57,5745,0,[],0,2026-06-02T14:39:45.333133,0.0,0.0,0.0
230,M&M Lodge,24:e5:0f:4a:7f:28,-66,2412,0,[4],0,2026-06-02T14:39:45.333214,0.0,0.0,0.0
231,M&M Lodge,24:e5:0f:4a:91:16,-53,2437,0,[4],0,2026-06-02T14:39:45.333297,0.0,0.0,0.0
232,Vranes Home Starlink,6e:42:4e:2b:01:f3,-49,2437,0,[4],0,2026-06-02T14:39:45.333379,0.0,0.0,0.0
233,M&M Lodge,24:e5:0f:4a:76:6d,-56,2412,0,[4],0,2026-06-02T14:39:45.333463,0.0,0.0,0.0
234,WACFan_8ADA98,10:97:bd:8a:da:99,-82,2412,0,[4],0,2026-06-02T14:39:45.333586,0.0,0.0,0.0
235,Vranes Backyard Starlink,62:1a:11:2d:e6:16,-62,2462,0,[4],0,2026-06-02T14:39:45.333671,0.0,0.0,0.0
236,GDSH,c6:33:7c:c6:8f:b3,-62,2462,0,[],0,2026-06-02T14:39:45.333750,0.0,0.0,0.0
237,,62:1a:11:5d:e6:16,-84,5805,0,[4],0,2026-06-02T14:39:45.333832,0.0,0.0,0.0
238,Vranes Backyard Starlink,62:1a:11:3d:e6:16,-84,5805,0,[4],0,2026-06-02T14:39:45.333915,0.0,0.0,0.0
239,,8c:90:2d:21:88:ca,-80,2417,0,[4],0,2026-06-02T14:39:45.333996,0.0,0.0,0.0
240,,62:1a:11:6d:e6:16,-66,2462,0,[4],0,2026-06-02T14:39:45.334078,0.0,0.0,0.0
241,Brown Hollow 2,8e:a0:2d:21:88:c6,-64,2417,0,[4],0,2026-06-02T14:39:45.334163,0.0,0.0,0.0
242,Stupacalypse Now,06:99:12:28:1b:63,-78,2437,0,[4],0,2026-06-02T14:39:45.334245,0.0,0.0,0.0
243,,8c:90:2d:21:88:c6,-72,2417,0,[4],0,2026-06-02T14:39:45.334327,0.0,0.0,0.0
244,,06:99:12:88:1b:63,-75,2437,0,[4],0,2026-06-02T14:39:45.334408,0.0,0.0,0.0
245,,06:99:12:58:1b:63,-76,2437,0,[4],0,2026-06-02T14:39:45.334490,0.0,0.0,0.0
246,Brown Hollow 2,8e:a0:2d:21:88:c2,-78,2417,0,[4],0,2026-06-02T14:39:45.334617,0.0,0.0,0.0
247,,8c:90:2d:21:88:c2,-79,2417,0,[4],0,2026-06-02T14:39:45.334701,0.0,0.0,0.0
248,Brown Hollow 2,8e:a0:2d:21:88:ca,-79,2417,0,[4],0,2026-06-02T14:39:45.334783,0.0,0.0,0.0
249,[LG_Oven]aab8,22:28:bc:e6:aa:b8,-89,2462,0,[4],0,2026-06-02T14:39:45.334865,0.0,0.0,0.0
250,Stunami Internet,c8:7f:54:49:c1:68,-71,2452,0,[4],0,2026-06-02T14:39:45.334947,0.0,0.0,0.0
251,Simon,3c:7c:3f:97:3a:4c,-88,5200,0,[4],0,2026-06-02T14:39:45.335029,0.0,0.0,0.0
252,Genki1,4a:bd:ce:e0:59:f6,-91,2437,0,[4],0,2026-06-02T14:39:45.335111,0.0,0.0,0.0
253,,4a:bd:ce:e0:59:f7,-92,2437,0,[4],0,2026-06-02T14:39:45.335193,0.0,0.0,0.0
254,,a2:ad:43:09:34:08,-88,2412,0,[],0,2026-06-02T14:39:45.335271,0.0,0.0,0.0
255,,6e:42:4e:6b:01:f3,-69,5220,0,[4],0,2026-06-02T14:40:01.464372,0.0,0.0,0.0
256,,6e:42:4e:7b:01:f3,-65,5765,0,[4],0,2026-06-02T14:40:01.464844,0.0,0.0,0.0
257,M&M Lodge,24:e5:0f:4a:91:1a,-70,5745,0,[4],0,2026-06-02T14:40:01.464897,0.0,0.0,0.0
258,Vranes Home Starlink,6e:42:4e:3b:01:f3,-69,5220,0,[4],0,2026-06-02T14:40:01.465393,0.0,0.0,0.0
259,Vranes Home Starlink,6e:42:4e:4b:01:f3,-65,5765,0,[4],0,2026-06-02T14:40:01.465483,0.0,0.0,0.0
260,M&M Lodge,24:e5:0f:4a:7f:2c,-86,5745,0,[4],0,2026-06-02T14:40:01.465523,0.0,0.0,0.0
261,M&M Lodge,24:e5:0f:4a:76:71,-78,5745,0,[4],0,2026-06-02T14:40:01.465603,0.0,0.0,0.0
262,306D4721,0a:b4:b1:03:f8:e9,-61,5745,0,[],0,2026-06-02T14:40:01.465640,0.0,0.0,0.0
263,M&M Lodge,24:e5:0f:4a:7f:28,-66,2412,0,[4],0,2026-06-02T14:40:01.465677,0.0,0.0,0.0
264,M&M Lodge,24:e5:0f:4a:91:16,-84,2437,0,[4],0,2026-06-02T14:40:01.465714,0.0,0.0,0.0
265,Vranes Home Starlink,6e:42:4e:2b:01:f3,-49,2437,0,[4],0,2026-06-02T14:40:01.465751,0.0,0.0,0.0
266,M&M Lodge,24:e5:0f:4a:76:6d,-53,2412,0,[4],0,2026-06-02T14:40:01.465787,0.0,0.0,0.0
267,WACFan_8ADA98,10:97:bd:8a:da:99,-71,2412,0,[4],0,2026-06-02T14:40:01.465821,0.0,0.0,0.0
268,Vranes Backyard Starlink,62:1a:11:2d:e6:16,-64,2462,0,[4],0,2026-06-02T14:40:01.465858,0.0,0.0,0.0
269,GDSH,c6:33:7c:c6:8f:b3,-52,2462,0,[],0,2026-06-02T14:40:01.465893,0.0,0.0,0.0
270,,62:1a:11:5d:e6:16,-84,5805,0,[4],0,2026-06-02T14:40:01.465929,0.0,0.0,0.0
271,Vranes Backyard Starlink,62:1a:11:3d:e6:16,-84,5805,0,[4],0,2026-06-02T14:40:01.466024,0.0,0.0,0.0
272,,8c:90:2d:21:88:ca,-80,2417,0,[4],0,2026-06-02T14:40:01.466061,0.0,0.0,0.0
273,,62:1a:11:6d:e6:16,-66,2462,0,[4],0,2026-06-02T14:40:01.466097,0.0,0.0,0.0
274,Brown Hollow 2,8e:a0:2d:21:88:c6,-64,2417,0,[4],0,2026-06-02T14:40:01.466133,0.0,0.0,0.0
275,Stupacalypse Now,06:99:12:28:1b:63,-82,2437,0,[4],0,2026-06-02T14:40:01.466169,0.0,0.0,0.0
276,,8c:90:2d:21:88:c6,-72,2417,0,[4],0,2026-06-02T14:40:01.466204,0.0,0.0,0.0
277,,06:99:12:88:1b:63,-81,2437,0,[4],0,2026-06-02T14:40:01.466239,0.0,0.0,0.0
278,,06:99:12:58:1b:63,-80,2437,0,[4],0,2026-06-02T14:40:01.466275,0.0,0.0,0.0
279,Brown Hollow 2,8e:a0:2d:21:88:c2,-83,2417,0,[4],0,2026-06-02T14:40:01.466311,0.0,0.0,0.0
280,,8c:90:2d:21:88:c2,-79,2417,0,[4],0,2026-06-02T14:40:01.466346,0.0,0.0,0.0
281,Brown Hollow 2,8e:a0:2d:21:88:ca,-79,2417,0,[4],0,2026-06-02T14:40:01.466382,0.0,0.0,0.0
282,[LG_Oven]aab8,22:28:bc:e6:aa:b8,-90,2462,0,[4],0,2026-06-02T14:40:01.466419,0.0,0.0,0.0
283,Stunami Internet,c8:7f:54:49:c1:68,-66,2452,0,[4],0,2026-06-02T14:40:01.466455,0.0,0.0,0.0
284,Simon,3c:7c:3f:97:3a:4c,-88,5200,0,[4],0,2026-06-02T14:40:01.466491,0.0,0.0,0.0
285,Genki1,4a:bd:ce:e0:59:f6,-91,2437,0,[4],0,2026-06-02T14:40:01.466555,0.0,0.0,0.0
286,,4a:bd:ce:e0:59:f7,-92,2437,0,[4],0,2026-06-02T14:40:01.466595,0.0,0.0,0.0
287,,a2:ad:43:09:34:08,-88,2412,0,[],0,2026-06-02T14:40:01.466629,0.0,0.0,0.0
288,,62:1a:11:4d:e6:16,-63,2462,0,[4],0,2026-06-02T14:40:01.466664,0.0,0.0,0.0
289,ASUS_2G_Guest,3c:7c:3f:97:3a:49,-82,2447,0,[4],0,2026-06-02T14:40:01.466700,0.0,0.0,0.0
290,,9e:ad:43:09:34:08,-84,2412,0,"[1, 3]",0,2026-06-02T14:40:01.466839,0.0,0.0,0.0
291,,6e:42:4e:6b:01:f3,-69,5220,0,[4],0,2026-06-02T14:40:41.378923,0.0,0.0,0.0
292,,6e:42:4e:7b:01:f3,-68,5765,0,[4],0,2026-06-02T14:40:41.379294,0.0,0.0,0.0
293,M&M Lodge,24:e5:0f:4a:91:1a,-70,5745,0,[4],0,2026-06-02T14:40:41.379333,0.0,0.0,0.0
294,Vranes Home Starlink,6e:42:4e:3b:01:f3,-69,5220,0,[4],0,2026-06-02T14:40:41.379367,0.0,0.0,0.0
295,Vranes Home Starlink,6e:42:4e:4b:01:f3,-68,5765,0,[4],0,2026-06-02T14:40:41.379401,0.0,0.0,0.0
296,M&M Lodge,24:e5:0f:4a:7f:2c,-84,5745,0,[4],0,2026-06-02T14:40:41.379431,0.0,0.0,0.0
297,M&M Lodge,24:e5:0f:4a:76:71,-78,5745,0,[4],0,2026-06-02T14:40:41.379463,0.0,0.0,0.0
298,306D4721,0a:b4:b1:03:f8:e9,-57,5745,0,[],0,2026-06-02T14:40:41.379494,0.0,0.0,0.0
299,M&M Lodge,24:e5:0f:4a:7f:28,-66,2412,0,[4],0,2026-06-02T14:40:41.379562,0.0,0.0,0.0
300,M&M Lodge,24:e5:0f:4a:91:16,-81,2437,0,[4],0,2026-06-02T14:40:41.379780,0.0,0.0,0.0
301,Vranes Home Starlink,6e:42:4e:2b:01:f3,-47,2437,0,[4],0,2026-06-02T14:40:41.379810,0.0,0.0,0.0
302,M&M Lodge,24:e5:0f:4a:76:6d,-53,2412,0,[4],0,2026-06-02T14:40:41.379843,0.0,0.0,0.0
303,WACFan_8ADA98,10:97:bd:8a:da:99,-71,2412,0,[4],0,2026-06-02T14:40:41.379875,0.0,0.0,0.0
304,Vranes Backyard Starlink,62:1a:11:2d:e6:16,-60,2462,0,[4],0,2026-06-02T14:40:41.379907,0.0,0.0,0.0
305,GDSH,c6:33:7c:c6:8f:b3,-52,2462,0,[],0,2026-06-02T14:40:41.379938,0.0,0.0,0.0
306,,62:1a:11:5d:e6:16,-84,5805,0,[4],0,2026-06-02T14:40:41.379970,0.0,0.0,0.0
307,Vranes Backyard Starlink,62:1a:11:3d:e6:16,-84,5805,0,[4],0,2026-06-02T14:40:41.380002,0.0,0.0,0.0
308,Brown Hollow 2,8e:a0:2d:21:88:c6,-75,2417,0,[4],0,2026-06-02T14:40:41.380034,0.0,0.0,0.0
309,Stupacalypse Now,06:99:12:28:1b:63,-83,2437,0,[4],0,2026-06-02T14:40:41.380066,0.0,0.0,0.0
310,,06:99:12:88:1b:63,-81,2437,0,[4],0,2026-06-02T14:40:41.380098,0.0,0.0,0.0
311,,06:99:12:58:1b:63,-81,2437,0,[4],0,2026-06-02T14:40:41.380130,0.0,0.0,0.0
312,Brown Hollow 2,8e:a0:2d:21:88:c2,-83,2417,0,[4],0,2026-06-02T14:40:41.380162,0.0,0.0,0.0
313,,8c:90:2d:21:88:c2,-80,2417,0,[4],0,2026-06-02T14:40:41.380194,0.0,0.0,0.0
314,Brown Hollow 2,8e:a0:2d:21:88:ca,-79,2417,0,[4],0,2026-06-02T14:40:41.380229,0.0,0.0,0.0
315,[LG_Oven]aab8,22:28:bc:e6:aa:b8,-88,2462,0,[4],0,2026-06-02T14:40:41.380261,0.0,0.0,0.0
316,Stunami Internet,c8:7f:54:49:c1:68,-73,2452,0,[4],0,2026-06-02T14:40:41.380293,0.0,0.0,0.0
317,,a2:ad:43:09:34:08,-80,2412,0,[],0,2026-06-02T14:40:41.380324,0.0,0.0,0.0
318,,62:1a:11:4d:e6:16,-63,2462,0,[4],0,2026-06-02T14:40:41.380356,0.0,0.0,0.0
319,ASUS_2G_Guest,3c:7c:3f:97:3a:49,-82,2447,0,[4],0,2026-06-02T14:40:41.380388,0.0,0.0,0.0
320,,9e:ad:43:09:34:08,-84,2412,0,"[1, 3]",0,2026-06-02T14:40:41.380421,0.0,0.0,0.0
321,,6e:42:4e:6b:01:f3,-68,5220,0,[4],0,2026-06-02T14:41:37.422864,0.0,0.0,0.0
322,,6e:42:4e:7b:01:f3,-65,5765,0,[4],0,2026-06-02T14:41:37.423265,0.0,0.0,0.0
323,M&M Lodge,24:e5:0f:4a:91:1a,-70,5745,0,[4],0,2026-06-02T14:41:37.423316,0.0,0.0,0.0
324,Vranes Home Starlink,6e:42:4e:3b:01:f3,-68,5220,0,[4],0,2026-06-02T14:41:37.423351,0.0,0.0,0.0
325,Vranes Home Starlink,6e:42:4e:4b:01:f3,-65,5765,0,[4],0,2026-06-02T14:41:37.423450,0.0,0.0,0.0
326,M&M Lodge,24:e5:0f:4a:7f:2c,-84,5745,0,[4],0,2026-06-02T14:41:37.423485,0.0,0.0,0.0
327,M&M Lodge,24:e5:0f:4a:76:71,-78,5745,0,[4],0,2026-06-02T14:41:37.423518,0.0,0.0,0.0
328,306D4721,0a:b4:b1:03:f8:e9,-56,5745,0,[],0,2026-06-02T14:41:37.423923,0.0,0.0,0.0
329,M&M Lodge,24:e5:0f:4a:7f:28,-65,2412,0,[4],0,2026-06-02T14:41:37.423963,0.0,0.0,0.0
330,M&M Lodge,24:e5:0f:4a:91:16,-53,2437,0,[4],0,2026-06-02T14:41:37.423996,0.0,0.0,0.0
331,Vranes Home Starlink,6e:42:4e:2b:01:f3,-19,2437,0,[4],0,2026-06-02T14:41:37.424032,0.0,0.0,0.0
332,M&M Lodge,24:e5:0f:4a:76:6d,-30,2412,0,[4],0,2026-06-02T14:41:37.424068,0.0,0.0,0.0
333,WACFan_8ADA98,10:97:bd:8a:da:99,-75,2412,0,[4],0,2026-06-02T14:41:37.424103,0.0,0.0,0.0
334,Vranes Backyard Starlink,62:1a:11:2d:e6:16,-62,2462,0,[4],0,2026-06-02T14:41:37.424139,0.0,0.0,0.0
335,GDSH,c6:33:7c:c6:8f:b3,-63,2462,0,[],0,2026-06-02T14:41:37.424173,0.0,0.0,0.0
336,,62:1a:11:5d:e6:16,-84,5805,0,[4],0,2026-06-02T14:41:37.424209,0.0,0.0,0.0
337,Vranes Backyard Starlink,62:1a:11:3d:e6:16,-85,5805,0,[4],0,2026-06-02T14:41:37.424245,0.0,0.0,0.0
338,Brown Hollow 2,8e:a0:2d:21:88:c6,-68,2417,0,[4],0,2026-06-02T14:41:37.424281,0.0,0.0,0.0
339,Stupacalypse Now,06:99:12:28:1b:63,-87,2437,0,[4],0,2026-06-02T14:41:37.424317,0.0,0.0,0.0
340,,06:99:12:88:1b:63,-81,2437,0,[4],0,2026-06-02T14:41:37.424352,0.0,0.0,0.0
341,,06:99:12:58:1b:63,-81,2437,0,[4],0,2026-06-02T14:41:37.424385,0.0,0.0,0.0
342,Brown Hollow 2,8e:a0:2d:21:88:c2,-80,2417,0,[4],0,2026-06-02T14:41:37.424418,0.0,0.0,0.0
343,,8c:90:2d:21:88:c2,-77,2417,0,[4],0,2026-06-02T14:41:37.424454,0.0,0.0,0.0
344,Brown Hollow 2,8e:a0:2d:21:88:ca,-73,2417,0,[4],0,2026-06-02T14:41:37.424489,0.0,0.0,0.0
345,Stunami Internet,c8:7f:54:49:c1:68,-66,2452,0,[4],0,2026-06-02T14:41:37.424571,0.0,0.0,0.0
346,ASUS_2G_Guest,3c:7c:3f:97:3a:49,-80,2447,0,[4],0,2026-06-02T14:41:37.424610,0.0,0.0,0.0
347,,8c:90:2d:21:88:ca,-84,2417,0,[4],0,2026-06-02T14:41:37.424643,0.0,0.0,0.0
348,Simon,3c:7c:3f:97:3a:48,-80,2447,0,[4],0,2026-06-02T14:41:37.424678,0.0,0.0,0.0
349,,6e:42:4e:8b:01:f3,-47,2437,0,[4],0,2026-06-02T14:41:37.424711,0.0,0.0,0.0
350,,8c:90:2d:21:88:c6,-79,2417,0,[4],0,2026-06-02T14:41:37.424744,0.0,0.0,0.0
351,,96:ad:43:09:34:08,-84,2412,0,"[2, 4]",0,2026-06-02T14:41:37.424780,0.0,0.0,0.0
352,,8c:90:2d:21:88:c7,-93,5240,0,[4],0,2026-06-02T14:41:37.424813,0.0,0.0,0.0
353,,6e:42:4e:6b:01:f3,-61,5220,0,[4],0,2026-06-02T14:46:34.756027,0.0,0.0,0.0
354,M&M Lodge,24:e5:0f:4a:91:1a,-65,5745,0,[4],0,2026-06-02T14:46:34.757816,0.0,0.0,0.0
355,Vranes Home Starlink,6e:42:4e:3b:01:f3,-60,5220,0,[4],0,2026-06-02T14:46:34.757898,0.0,0.0,0.0
356,M&M Lodge,24:e5:0f:4a:7f:2c,-81,5745,0,[4],0,2026-06-02T14:46:34.757946,0.0,0.0,0.0
357,M&M Lodge,24:e5:0f:4a:76:71,-75,5745,0,[4],0,2026-06-02T14:46:34.757993,0.0,0.0,0.0
358,306D4721,0a:b4:b1:03:f8:e9,-72,5745,0,[],0,2026-06-02T14:46:34.758036,0.0,0.0,0.0
359,M&M Lodge,24:e5:0f:4a:7f:28,-55,2412,0,[4],0,2026-06-02T14:46:34.758081,0.0,0.0,0.0
360,M&M Lodge,24:e5:0f:4a:91:16,-54,2437,0,[4],0,2026-06-02T14:46:34.758124,0.0,0.0,0.0
361,M&M Lodge,24:e5:0f:4a:76:6d,-49,2412,0,[4],0,2026-06-02T14:46:34.758168,0.0,0.0,0.0
362,WACFan_8ADA98,10:97:bd:8a:da:99,-59,2412,0,[4],0,2026-06-02T14:46:34.758211,0.0,0.0,0.0
363,GDSH,c6:33:7c:c6:8f:b3,-59,2462,0,[],0,2026-06-02T14:46:34.758251,0.0,0.0,0.0
364,Vranes Backyard Starlink,62:1a:11:3d:e6:16,-64,5805,0,[4],0,2026-06-02T14:46:34.758295,0.0,0.0,0.0
365,,62:1a:11:6d:e6:16,-55,2462,0,[4],0,2026-06-02T14:46:34.758338,0.0,0.0,0.0
366,Vranes Backyard Starlink,62:1a:11:2d:e6:16,-56,2462,0,[4],0,2026-06-02T14:46:34.758382,0.0,0.0,0.0
367,Brown Hollow 2,8e:a0:2d:21:88:c2,-73,2417,0,[4],0,2026-06-02T14:46:34.758425,0.0,0.0,0.0
368,Brown Hollow 2,8e:a0:2d:21:88:ca,-74,2417,0,[4],0,2026-06-02T14:46:34.758469,0.0,0.0,0.0
369,Vranes Home Starlink,6e:42:4e:2b:01:f3,-48,2437,0,[4],0,2026-06-02T14:46:34.758512,0.0,0.0,0.0
370,Stupacalypse Now,06:99:12:38:1b:63,-83,5200,0,[4],0,2026-06-02T14:46:34.758592,0.0,0.0,0.0
371,,06:99:12:68:1b:63,-83,5200,0,[4],0,2026-06-02T14:46:34.758637,0.0,0.0,0.0
372,,06:99:12:58:1b:63,-81,2437,0,[4],0,2026-06-02T14:46:34.758680,0.0,0.0,0.0
373,,1a:60:41:7e:57:50,-82,2422,0,[4],0,2026-06-02T14:46:34.758723,0.0,0.0,0.0
374,Simon,3c:7c:3f:97:3a:48,-84,2447,0,[4],0,2026-06-02T14:46:34.758766,0.0,0.0,0.0
375,Brown Hollow 2,8e:92:2d:21:88:cb,-89,5240,0,[4],0,2026-06-02T14:46:34.758809,0.0,0.0,0.0
376,Brown Hollow 2,8e:92:2d:21:88:c3,-90,5240,0,[4],0,2026-06-02T14:46:34.758853,0.0,0.0,0.0
377,Stunami Internet,c8:7f:54:49:c1:6c,-90,5745,0,[4],0,2026-06-02T14:46:34.758896,0.0,0.0,0.0
378,Stupacalypse Now,06:99:12:28:1b:63,-72,2437,0,[4],0,2026-06-02T14:46:34.762738,0.0,0.0,0.0
379,,6e:42:4e:6b:01:f3,-69,5220,0,[4],0,2026-06-02T14:47:27.805790,0.0,0.0,0.0
380,M&M Lodge,24:e5:0f:4a:91:1a,-62,5745,0,[4],0,2026-06-02T14:47:27.806151,0.0,0.0,0.0
381,Vranes Home Starlink,6e:42:4e:3b:01:f3,-69,5220,0,[4],0,2026-06-02T14:47:27.806193,0.0,0.0,0.0
382,M&M Lodge,24:e5:0f:4a:7f:2c,-80,5745,0,[4],0,2026-06-02T14:47:27.806231,0.0,0.0,0.0
383,M&M Lodge,24:e5:0f:4a:76:71,-75,5745,0,[4],0,2026-06-02T14:47:27.806267,0.0,0.0,0.0
384,306D4721,0a:b4:b1:03:f8:e9,-70,5745,0,[],0,2026-06-02T14:47:27.806301,0.0,0.0,0.0
385,M&M Lodge,24:e5:0f:4a:7f:28,-41,2412,0,[4],0,2026-06-02T14:47:27.806336,0.0,0.0,0.0
386,M&M Lodge,24:e5:0f:4a:91:16,-51,2437,0,[4],0,2026-06-02T14:47:27.806372,0.0,0.0,0.0
387,M&M Lodge,24:e5:0f:4a:76:6d,-48,2412,0,[4],0,2026-06-02T14:47:27.806407,0.0,0.0,0.0
388,WACFan_8ADA98,10:97:bd:8a:da:99,-49,2412,0,[4],0,2026-06-02T14:47:27.806442,0.0,0.0,0.0
389,GDSH,c6:33:7c:c6:8f:b3,-59,2462,0,[],0,2026-06-02T14:47:27.806476,0.0,0.0,0.0
390,Vranes Backyard Starlink,62:1a:11:3d:e6:16,-69,5805,0,[4],0,2026-06-02T14:47:27.806511,0.0,0.0,0.0
391,,62:1a:11:6d:e6:16,-59,2462,0,[4],0,2026-06-02T14:47:27.806576,0.0,0.0,0.0
392,Vranes Backyard Starlink,62:1a:11:2d:e6:16,-50,2462,0,[4],0,2026-06-02T14:47:27.806612,0.0,0.0,0.0
393,Brown Hollow 2,8e:a0:2d:21:88:c2,-79,2417,0,[4],0,2026-06-02T14:47:27.806647,0.0,0.0,0.0
394,Brown Hollow 2,8e:a0:2d:21:88:ca,-74,2417,0,[4],0,2026-06-02T14:47:27.806682,0.0,0.0,0.0
395,Vranes Home Starlink,6e:42:4e:2b:01:f3,-21,2437,0,[4],0,2026-06-02T14:47:27.806717,0.0,0.0,0.0
396,Stupacalypse Now,06:99:12:38:1b:63,-83,5200,0,[4],0,2026-06-02T14:47:27.806751,0.0,0.0,0.0
397,,06:99:12:68:1b:63,-83,5200,0,[4],0,2026-06-02T14:47:27.806787,0.0,0.0,0.0
398,,06:99:12:58:1b:63,-81,2437,0,[4],0,2026-06-02T14:47:27.806822,0.0,0.0,0.0
399,,1a:60:41:7e:57:50,-82,2422,0,[4],0,2026-06-02T14:47:27.806856,0.0,0.0,0.0
400,Simon,3c:7c:3f:97:3a:48,-84,2447,0,[4],0,2026-06-02T14:47:27.806891,0.0,0.0,0.0
401,Brown Hollow 2,8e:92:2d:21:88:cb,-89,5240,0,[4],0,2026-06-02T14:47:27.806927,0.0,0.0,0.0
402,Brown Hollow 2,8e:92:2d:21:88:c3,-90,5240,0,[4],0,2026-06-02T14:47:27.806961,0.0,0.0,0.0
403,Stunami Internet,c8:7f:54:49:c1:6c,-90,5745,0,[4],0,2026-06-02T14:47:27.806996,0.0,0.0,0.0
404,Stupacalypse Now,06:99:12:28:1b:63,-72,2437,0,[4],0,2026-06-02T14:47:27.807030,0.0,0.0,0.0
405,,62:1a:11:5d:e6:16,-69,5805,0,[4],0,2026-06-02T14:47:27.807065,0.0,0.0,0.0
406,,62:1a:11:4d:e6:16,-59,2462,0,[4],0,2026-06-02T14:47:27.807101,0.0,0.0,0.0
407,Brown Hollow 2,8e:a0:2d:21:88:c6,-62,2417,0,[4],0,2026-06-02T14:47:27.807137,0.0,0.0,0.0
408,,6e:42:4e:7b:01:f3,-75,5765,0,[4],0,2026-06-02T14:47:27.807172,0.0,0.0,0.0
409,Vranes Home Starlink,6e:42:4e:4b:01:f3,-75,5765,0,[4],0,2026-06-02T14:47:27.807207,0.0,0.0,0.0
410,,8c:90:2d:21:88:c6,-72,2417,0,[4],0,2026-06-02T14:47:27.807243,0.0,0.0,0.0
411,,06:99:12:88:1b:63,-75,2437,0,[4],0,2026-06-02T14:47:27.807278,0.0,0.0,0.0
412,Trump2024,e2:db:d1:cb:76:f1,-81,2412,0,[4],0,2026-06-02T14:47:27.807313,0.0,0.0,0.0
413,,e2:db:d1:d2:76:f7,-92,5785,0,[3],0,2026-06-02T14:47:27.807347,0.0,0.0,0.0
414,Verizon_XLRTM9,dc:4b:a1:e0:5e:9d,-90,2437,0,[4],0,2026-06-02T14:47:27.807382,0.0,0.0,0.0
415,,6e:42:4e:6b:01:f3,-74,5220,0,[4],0,2026-06-02T14:48:20.856270,0.0,0.0,0.0
416,M&M Lodge,24:e5:0f:4a:91:1a,-69,5745,0,[4],0,2026-06-02T14:48:20.856788,0.0,0.0,0.0
417,Vranes Home Starlink,6e:42:4e:3b:01:f3,-74,5220,0,[4],0,2026-06-02T14:48:20.856857,0.0,0.0,0.0
418,M&M Lodge,24:e5:0f:4a:7f:2c,-86,5745,0,[4],0,2026-06-02T14:48:20.856917,0.0,0.0,0.0
419,M&M Lodge,24:e5:0f:4a:76:71,-81,5745,0,[4],0,2026-06-02T14:48:20.856976,0.0,0.0,0.0
420,306D4721,0a:b4:b1:03:f8:e9,-61,5745,0,[],0,2026-06-02T14:48:20.857031,0.0,0.0,0.0
421,M&M Lodge,24:e5:0f:4a:7f:28,-66,2412,0,[4],0,2026-06-02T14:48:20.857088,0.0,0.0,0.0
422,M&M Lodge,24:e5:0f:4a:91:16,-48,2437,0,[4],0,2026-06-02T14:48:20.857143,0.0,0.0,0.0
423,M&M Lodge,24:e5:0f:4a:76:6d,-58,2412,0,[4],0,2026-06-02T14:48:20.857199,0.0,0.0,0.0
424,WACFan_8ADA98,10:97:bd:8a:da:99,-78,2412,0,[4],0,2026-06-02T14:48:20.857256,0.0,0.0,0.0
425,GDSH,c6:33:7c:c6:8f:b3,-72,2462,0,[],0,2026-06-02T14:48:20.857310,0.0,0.0,0.0
426,Vranes Backyard Starlink,62:1a:11:3d:e6:16,-69,5805,0,[4],0,2026-06-02T14:48:20.857365,0.0,0.0,0.0
