id,ssid,bssid,signal,frequency,auth,akm,cipher,timestamp,longitude,latitude,altitude
427,,62:1a:11:6d:e6:16,-65,2462,0,[4],0,2026-06-02T14:48:20.857422,0.0,0.0,0.0
428,Vranes Backyard Starlink,62:1a:11:2d:e6:16,-58,2462,0,[4],0,2026-06-02T14:48:20.857479,0.0,0.0,0.0
429,Brown Hollow 2,8e:a0:2d:21:88:c2,-79,2417,0,[4],0,2026-06-02T14:48:20.857583,0.0,0.0,0.0
430,Vranes Home Starlink,6e:42:4e:2b:01:f3,-53,2437,0,[4],0,2026-06-02T14:48:20.857643,0.0,0.0,0.0
431,Simon,3c:7c:3f:97:3a:48,-88,2447,0,[4],0,2026-06-02T14:48:20.857789,0.0,0.0,0.0
432,Stupacalypse Now,06:99:12:28:1b:63,-77,2437,0,[4],0,2026-06-02T14:48:20.857851,0.0,0.0,0.0
433,,62:1a:11:5d:e6:16,-69,5805,0,[4],0,2026-06-02T14:48:20.857909,0.0,0.0,0.0
434,,62:1a:11:4d:e6:16,-61,2462,0,[4],0,2026-06-02T14:48:20.857967,0.0,0.0,0.0
435,Brown Hollow 2,8e:a0:2d:21:88:c6,-70,2417,0,[4],0,2026-06-02T14:48:20.858024,0.0,0.0,0.0
436,,6e:42:4e:7b:01:f3,-76,5765,0,[4],0,2026-06-02T14:48:20.858080,0.0,0.0,0.0
437,Vranes Home Starlink,6e:42:4e:4b:01:f3,-76,5765,0,[4],0,2026-06-02T14:48:20.858138,0.0,0.0,0.0
438,,8c:90:2d:21:88:c6,-72,2417,0,[4],0,2026-06-02T14:48:20.858196,0.0,0.0,0.0
439,,06:99:12:88:1b:63,-79,2437,0,[4],0,2026-06-02T14:48:20.858257,0.0,0.0,0.0
440,Trump2024,e2:db:d1:cb:76:f1,-81,2412,0,[4],0,2026-06-02T14:48:20.858314,0.0,0.0,0.0
441,,e2:db:d1:d2:76:f7,-92,5785,0,[3],0,2026-06-02T14:48:20.858369,0.0,0.0,0.0
442,Verizon_XLRTM9,dc:4b:a1:e0:5e:9d,-90,2437,0,[4],0,2026-06-02T14:48:20.858427,0.0,0.0,0.0
443,,6e:42:4e:5b:01:f3,-45,2437,0,[4],0,2026-06-02T14:48:20.858484,0.0,0.0,0.0
444,Stunami Internet,c8:7f:54:49:c1:68,-73,2452,0,[4],0,2026-06-02T14:48:20.858585,0.0,0.0,0.0
445,,06:99:12:58:1b:63,-76,2437,0,[4],0,2026-06-02T14:48:20.858644,0.0,0.0,0.0
446,,4a:bd:ce:e0:59:f3,-90,2437,0,[3],0,2026-06-02T14:48:20.858700,0.0,0.0,0.0
447,,4a:bd:ce:e0:59:f7,-90,2437,0,[4],0,2026-06-02T14:48:20.858756,0.0,0.0,0.0
448,Genki1,4a:bd:ce:e0:59:f6,-91,2437,0,[4],0,2026-06-02T14:48:20.858812,0.0,0.0,0.0
449,,6e:42:4e:6b:01:f3,-74,5220,0,[4],0,2026-06-02T14:49:13.914017,0.0,0.0,0.0
450,M&M Lodge,24:e5:0f:4a:91:1a,-68,5745,0,[4],0,2026-06-02T14:49:13.914812,0.0,0.0,0.0
451,Vranes Home Starlink,6e:42:4e:3b:01:f3,-74,5220,0,[4],0,2026-06-02T14:49:13.914918,0.0,0.0,0.0
452,M&M Lodge,24:e5:0f:4a:7f:2c,-86,5745,0,[4],0,2026-06-02T14:49:13.915007,0.0,0.0,0.0
453,M&M Lodge,24:e5:0f:4a:76:71,-82,5745,0,[4],0,2026-06-02T14:49:13.915094,0.0,0.0,0.0
454,306D4721,0a:b4:b1:03:f8:e9,-61,5745,0,[],0,2026-06-02T14:49:13.915177,0.0,0.0,0.0
455,M&M Lodge,24:e5:0f:4a:7f:28,-66,2412,0,[4],0,2026-06-02T14:49:13.915261,0.0,0.0,0.0
456,M&M Lodge,24:e5:0f:4a:91:16,-49,2437,0,[4],0,2026-06-02T14:49:13.915345,0.0,0.0,0.0
457,M&M Lodge,24:e5:0f:4a:76:6d,-57,2412,0,[4],0,2026-06-02T14:49:13.915429,0.0,0.0,0.0
458,WACFan_8ADA98,10:97:bd:8a:da:99,-75,2412,0,[4],0,2026-06-02T14:49:13.915518,0.0,0.0,0.0
459,GDSH,c6:33:7c:c6:8f:b3,-71,2462,0,[],0,2026-06-02T14:49:13.915661,0.0,0.0,0.0
460,Vranes Backyard Starlink,62:1a:11:3d:e6:16,-87,5805,0,[4],0,2026-06-02T14:49:13.915753,0.0,0.0,0.0
461,,62:1a:11:6d:e6:16,-65,2462,0,[4],0,2026-06-02T14:49:13.915838,0.0,0.0,0.0
462,Vranes Backyard Starlink,62:1a:11:2d:e6:16,-67,2462,0,[4],0,2026-06-02T14:49:13.915922,0.0,0.0,0.0
463,Brown Hollow 2,8e:a0:2d:21:88:c2,-81,2417,0,[4],0,2026-06-02T14:49:13.916005,0.0,0.0,0.0
464,Vranes Home Starlink,6e:42:4e:2b:01:f3,-56,2437,0,[4],0,2026-06-02T14:49:13.916089,0.0,0.0,0.0
465,Simon,3c:7c:3f:97:3a:48,-88,2447,0,[4],0,2026-06-02T14:49:13.916172,0.0,0.0,0.0
466,Stupacalypse Now,06:99:12:28:1b:63,-77,2437,0,[4],0,2026-06-02T14:49:13.916255,0.0,0.0,0.0
467,,62:1a:11:4d:e6:16,-61,2462,0,[4],0,2026-06-02T14:49:13.916339,0.0,0.0,0.0
468,Brown Hollow 2,8e:a0:2d:21:88:c6,-70,2417,0,[4],0,2026-06-02T14:49:13.916422,0.0,0.0,0.0
469,,6e:42:4e:7b:01:f3,-76,5765,0,[4],0,2026-06-02T14:49:13.916506,0.0,0.0,0.0
470,Vranes Home Starlink,6e:42:4e:4b:01:f3,-76,5765,0,[4],0,2026-06-02T14:49:13.916631,0.0,0.0,0.0
471,,8c:90:2d:21:88:c6,-74,2417,0,[4],0,2026-06-02T14:49:13.916715,0.0,0.0,0.0
472,,06:99:12:88:1b:63,-77,2437,0,[4],0,2026-06-02T14:49:13.916798,0.0,0.0,0.0
473,,6e:42:4e:5b:01:f3,-52,2437,0,[4],0,2026-06-02T14:49:13.916885,0.0,0.0,0.0
474,Stunami Internet,c8:7f:54:49:c1:68,-73,2452,0,[4],0,2026-06-02T14:49:13.916968,0.0,0.0,0.0
475,,06:99:12:58:1b:63,-75,2437,0,[4],0,2026-06-02T14:49:13.917051,0.0,0.0,0.0
476,,4a:bd:ce:e0:59:f3,-90,2437,0,[3],0,2026-06-02T14:49:13.917134,0.0,0.0,0.0
477,,4a:bd:ce:e0:59:f7,-90,2437,0,[4],0,2026-06-02T14:49:13.917217,0.0,0.0,0.0
478,Genki1,4a:bd:ce:e0:59:f6,-91,2437,0,[4],0,2026-06-02T14:49:13.917303,0.0,0.0,0.0
479,Brown Hollow 2,8e:a0:2d:21:88:ca,-82,2417,0,[4],0,2026-06-02T14:49:13.917390,0.0,0.0,0.0
480,ASUS_2G_Guest,3c:7c:3f:97:3a:49,-86,2447,0,[4],0,2026-06-02T14:49:13.917476,0.0,0.0,0.0
481,Wifi2024S,88:ad:43:09:34:08,-89,2412,0,[4],0,2026-06-02T14:49:13.917617,0.0,0.0,0.0
482,Simon,3c:7c:3f:97:3a:4c,-89,5200,0,[4],0,2026-06-02T14:49:13.917702,0.0,0.0,0.0
483,,8c:90:2d:21:88:ca,-86,2417,0,[4],0,2026-06-02T14:49:13.917788,0.0,0.0,0.0
484,M&M Lodge,24:e5:0f:4a:91:1a,-69,5745,0,[4],0,2026-06-02T14:50:06.966464,0.0,0.0,0.0
485,M&M Lodge,24:e5:0f:4a:7f:2c,-86,5745,0,[4],0,2026-06-02T14:50:06.967290,0.0,0.0,0.0
486,M&M Lodge,24:e5:0f:4a:76:71,-82,5745,0,[4],0,2026-06-02T14:50:06.967393,0.0,0.0,0.0
487,306D4721,0a:b4:b1:03:f8:e9,-61,5745,0,[],0,2026-06-02T14:50:06.967478,0.0,0.0,0.0
488,M&M Lodge,24:e5:0f:4a:7f:28,-67,2412,0,[4],0,2026-06-02T14:50:06.967604,0.0,0.0,0.0
489,M&M Lodge,24:e5:0f:4a:91:16,-47,2437,0,[4],0,2026-06-02T14:50:06.967691,0.0,0.0,0.0
490,M&M Lodge,24:e5:0f:4a:76:6d,-40,2412,0,[4],0,2026-06-02T14:50:06.967776,0.0,0.0,0.0
491,WACFan_8ADA98,10:97:bd:8a:da:99,-78,2412,0,[4],0,2026-06-02T14:50:06.967861,0.0,0.0,0.0
492,GDSH,c6:33:7c:c6:8f:b3,-70,2462,0,[],0,2026-06-02T14:50:06.967941,0.0,0.0,0.0
493,Vranes Backyard Starlink,62:1a:11:3d:e6:16,-87,5805,0,[4],0,2026-06-02T14:50:06.968024,0.0,0.0,0.0
494,Vranes Backyard Starlink,62:1a:11:2d:e6:16,-63,2462,0,[4],0,2026-06-02T14:50:06.968108,0.0,0.0,0.0
495,Brown Hollow 2,8e:a0:2d:21:88:c2,-86,2417,0,[4],0,2026-06-02T14:50:06.968191,0.0,0.0,0.0
496,Vranes Home Starlink,6e:42:4e:2b:01:f3,-52,2437,0,[4],0,2026-06-02T14:50:06.968274,0.0,0.0,0.0
497,Stupacalypse Now,06:99:12:28:1b:63,-74,2437,0,[4],0,2026-06-02T14:50:06.968358,0.0,0.0,0.0
498,,62:1a:11:4d:e6:16,-104,2462,0,[4],0,2026-06-02T14:50:06.968447,0.0,0.0,0.0
499,Brown Hollow 2,8e:a0:2d:21:88:c6,-75,2417,0,[4],0,2026-06-02T14:50:06.968574,0.0,0.0,0.0
500,,6e:42:4e:7b:01:f3,-75,5765,0,[4],0,2026-06-02T14:50:06.968661,0.0,0.0,0.0
501,Vranes Home Starlink,6e:42:4e:4b:01:f3,-75,5765,0,[4],0,2026-06-02T14:50:06.968745,0.0,0.0,0.0
502,,8c:90:2d:21:88:c6,-73,2417,0,[4],0,2026-06-02T14:50:06.968828,0.0,0.0,0.0
503,,06:99:12:88:1b:63,-77,2437,0,[4],0,2026-06-02T14:50:06.968911,0.0,0.0,0.0
504,,6e:42:4e:5b:01:f3,-52,2437,0,[4],0,2026-06-02T14:50:06.968995,0.0,0.0,0.0
505,,06:99:12:58:1b:63,-75,2437,0,[4],0,2026-06-02T14:50:06.969078,0.0,0.0,0.0
506,Brown Hollow 2,8e:a0:2d:21:88:ca,-82,2417,0,[4],0,2026-06-02T14:50:06.969161,0.0,0.0,0.0
507,ASUS_2G_Guest,3c:7c:3f:97:3a:49,-86,2447,0,[4],0,2026-06-02T14:50:06.969244,0.0,0.0,0.0
508,Wifi2024S,88:ad:43:09:34:08,-89,2412,0,[4],0,2026-06-02T14:50:06.969327,0.0,0.0,0.0
509,Simon,3c:7c:3f:97:3a:4c,-90,5200,0,[4],0,2026-06-02T14:50:06.969409,0.0,0.0,0.0
510,,8c:90:2d:21:88:ca,-84,2417,0,[4],0,2026-06-02T14:50:06.969498,0.0,0.0,0.0
511,,9e:ad:43:09:34:08,-89,2412,0,"[1, 3]",0,2026-06-02T14:50:06.969614,0.0,0.0,0.0
512,[LG_Oven]aab8,22:28:bc:e6:aa:b8,-92,2462,0,[4],0,2026-06-02T14:50:06.969696,0.0,0.0,0.0
513,,a2:ad:43:09:34:08,-88,2412,0,[],0,2026-06-02T14:50:06.969774,0.0,0.0,0.0
514,M&M Lodge,24:e5:0f:4a:91:1a,-70,5745,0,[4],0,2026-06-02T14:51:00.025981,0.0,0.0,0.0
515,M&M Lodge,24:e5:0f:4a:7f:2c,-88,5745,0,[4],0,2026-06-02T14:51:00.026769,0.0,0.0,0.0
516,M&M Lodge,24:e5:0f:4a:76:71,-83,5745,0,[4],0,2026-06-02T14:51:00.026876,0.0,0.0,0.0
517,306D4721,0a:b4:b1:03:f8:e9,-60,5745,0,[],0,2026-06-02T14:51:00.026963,0.0,0.0,0.0
518,M&M Lodge,24:e5:0f:4a:7f:28,-67,2412,0,[4],0,2026-06-02T14:51:00.027049,0.0,0.0,0.0
519,M&M Lodge,24:e5:0f:4a:91:16,-49,2437,0,[4],0,2026-06-02T14:51:00.027133,0.0,0.0,0.0
520,M&M Lodge,24:e5:0f:4a:76:6d,-58,2412,0,[4],0,2026-06-02T14:51:00.027217,0.0,0.0,0.0
521,WACFan_8ADA98,10:97:bd:8a:da:99,-76,2412,0,[4],0,2026-06-02T14:51:00.027301,0.0,0.0,0.0
522,GDSH,c6:33:7c:c6:8f:b3,-70,2462,0,[],0,2026-06-02T14:51:00.027382,0.0,0.0,0.0
523,Vranes Backyard Starlink,62:1a:11:3d:e6:16,-89,5805,0,[4],0,2026-06-02T14:51:00.027466,0.0,0.0,0.0
524,Vranes Backyard Starlink,62:1a:11:2d:e6:16,-64,2462,0,[4],0,2026-06-02T14:51:00.027656,0.0,0.0,0.0
525,Brown Hollow 2,8e:a0:2d:21:88:c2,-86,2417,0,[4],0,2026-06-02T14:51:00.027783,0.0,0.0,0.0
526,Vranes Home Starlink,6e:42:4e:2b:01:f3,-51,2437,0,[4],0,2026-06-02T14:51:00.027870,0.0,0.0,0.0
527,Stupacalypse Now,06:99:12:28:1b:63,-78,2437,0,[4],0,2026-06-02T14:51:00.027955,0.0,0.0,0.0
528,,62:1a:11:4d:e6:16,-104,2462,0,[4],0,2026-06-02T14:51:00.028039,0.0,0.0,0.0
529,Brown Hollow 2,8e:a0:2d:21:88:c6,-72,2417,0,[4],0,2026-06-02T14:51:00.028123,0.0,0.0,0.0
530,,6e:42:4e:7b:01:f3,-75,5765,0,[4],0,2026-06-02T14:51:00.028207,0.0,0.0,0.0
531,Vranes Home Starlink,6e:42:4e:4b:01:f3,-75,5765,0,[4],0,2026-06-02T14:51:00.028290,0.0,0.0,0.0
532,,8c:90:2d:21:88:c6,-69,2417,0,[4],0,2026-06-02T14:51:00.028371,0.0,0.0,0.0
533,,06:99:12:88:1b:63,-79,2437,0,[4],0,2026-06-02T14:51:00.028454,0.0,0.0,0.0
534,,6e:42:4e:5b:01:f3,-50,2437,0,[4],0,2026-06-02T14:51:00.028570,0.0,0.0,0.0
535,Wifi2024S,88:ad:43:09:34:08,-87,2412,0,[4],0,2026-06-02T14:51:00.028659,0.0,0.0,0.0
536,Simon,3c:7c:3f:97:3a:4c,-90,5200,0,[4],0,2026-06-02T14:51:00.028743,0.0,0.0,0.0
537,,8c:90:2d:21:88:ca,-84,2417,0,[4],0,2026-06-02T14:51:00.028828,0.0,0.0,0.0
538,,9e:ad:43:09:34:08,-89,2412,0,"[1, 3]",0,2026-06-02T14:51:00.029039,0.0,0.0,0.0
539,[LG_Oven]aab8,22:28:bc:e6:aa:b8,-92,2462,0,[4],0,2026-06-02T14:51:00.029127,0.0,0.0,0.0
540,,a2:ad:43:09:34:08,-88,2412,0,[],0,2026-06-02T14:51:00.029207,0.0,0.0,0.0
541,,6e:42:4e:6b:01:f3,-77,5220,0,[4],0,2026-06-02T14:51:00.029290,0.0,0.0,0.0
542,Vranes Home Starlink,6e:42:4e:3b:01:f3,-77,5220,0,[4],0,2026-06-02T14:51:00.029371,0.0,0.0,0.0
543,Stunami Internet,c8:7f:54:49:c1:68,-77,2452,0,[4],0,2026-06-02T14:51:00.029454,0.0,0.0,0.0
544,Simon,3c:7c:3f:97:3a:48,-86,2447,0,[4],0,2026-06-02T14:51:00.029565,0.0,0.0,0.0
545,M&M Lodge,24:e5:0f:4a:91:1a,-68,5745,0,[4],0,2026-06-02T14:51:53.074230,0.0,0.0,0.0
546,M&M Lodge,24:e5:0f:4a:7f:2c,-86,5745,0,[4],0,2026-06-02T14:51:53.075079,0.0,0.0,0.0
547,M&M Lodge,24:e5:0f:4a:76:71,-81,5745,0,[4],0,2026-06-02T14:51:53.075139,0.0,0.0,0.0
548,306D4721,0a:b4:b1:03:f8:e9,-61,5745,0,[],0,2026-06-02T14:51:53.075175,0.0,0.0,0.0
549,M&M Lodge,24:e5:0f:4a:7f:28,-67,2412,0,[4],0,2026-06-02T14:51:53.075211,0.0,0.0,0.0
550,M&M Lodge,24:e5:0f:4a:91:16,-50,2437,0,[4],0,2026-06-02T14:51:53.075250,0.0,0.0,0.0
551,M&M Lodge,24:e5:0f:4a:76:6d,-46,2412,0,[4],0,2026-06-02T14:51:53.075282,0.0,0.0,0.0
552,WACFan_8ADA98,10:97:bd:8a:da:99,-76,2412,0,[4],0,2026-06-02T14:51:53.075315,0.0,0.0,0.0
553,GDSH,c6:33:7c:c6:8f:b3,-71,2462,0,[],0,2026-06-02T14:51:53.075346,0.0,0.0,0.0
554,Vranes Backyard Starlink,62:1a:11:3d:e6:16,-89,5805,0,[4],0,2026-06-02T14:51:53.075378,0.0,0.0,0.0
555,Vranes Backyard Starlink,62:1a:11:2d:e6:16,-62,2462,0,[4],0,2026-06-02T14:51:53.075411,0.0,0.0,0.0
556,Brown Hollow 2,8e:a0:2d:21:88:c2,-82,2417,0,[4],0,2026-06-02T14:51:53.075443,0.0,0.0,0.0
557,Vranes Home Starlink,6e:42:4e:2b:01:f3,-52,2437,0,[4],0,2026-06-02T14:51:53.075475,0.0,0.0,0.0
558,Stupacalypse Now,06:99:12:28:1b:63,-78,2437,0,[4],0,2026-06-02T14:51:53.075507,0.0,0.0,0.0
559,,62:1a:11:4d:e6:16,-65,2462,0,[4],0,2026-06-02T14:51:53.075583,0.0,0.0,0.0
560,Brown Hollow 2,8e:a0:2d:21:88:c6,-74,2417,0,[4],0,2026-06-02T14:51:53.075621,0.0,0.0,0.0
561,,6e:42:4e:7b:01:f3,-75,5765,0,[4],0,2026-06-02T14:51:53.075656,0.0,0.0,0.0
562,Vranes Home Starlink,6e:42:4e:4b:01:f3,-75,5765,0,[4],0,2026-06-02T14:51:53.075694,0.0,0.0,0.0
563,,8c:90:2d:21:88:c6,-74,2417,0,[4],0,2026-06-02T14:51:53.075729,0.0,0.0,0.0
564,,06:99:12:88:1b:63,-88,2437,0,[4],0,2026-06-02T14:51:53.075768,0.0,0.0,0.0
565,,6e:42:4e:5b:01:f3,-49,2437,0,[4],0,2026-06-02T14:51:53.075800,0.0,0.0,0.0
566,Wifi2024S,88:ad:43:09:34:08,-87,2412,0,[4],0,2026-06-02T14:51:53.075832,0.0,0.0,0.0
567,Simon,3c:7c:3f:97:3a:4c,-90,5200,0,[4],0,2026-06-02T14:51:53.075864,0.0,0.0,0.0
568,,8c:90:2d:21:88:ca,-81,2417,0,[4],0,2026-06-02T14:51:53.075896,0.0,0.0,0.0
569,,a2:ad:43:09:34:08,-86,2412,0,[],0,2026-06-02T14:51:53.075927,0.0,0.0,0.0
570,,6e:42:4e:6b:01:f3,-77,5220,0,[4],0,2026-06-02T14:51:53.075959,0.0,0.0,0.0
571,Vranes Home Starlink,6e:42:4e:3b:01:f3,-77,5220,0,[4],0,2026-06-02T14:51:53.075991,0.0,0.0,0.0
572,Stunami Internet,c8:7f:54:49:c1:68,-74,2452,0,[4],0,2026-06-02T14:51:53.076023,0.0,0.0,0.0
573,Simon,3c:7c:3f:97:3a:48,-86,2447,0,[4],0,2026-06-02T14:51:53.076055,0.0,0.0,0.0
574,,6e:42:4e:8b:01:f3,-48,2437,0,[4],0,2026-06-02T14:51:53.076087,0.0,0.0,0.0
575,,62:1a:11:6d:e6:16,-61,2462,0,[4],0,2026-06-02T14:51:53.076119,0.0,0.0,0.0
576,,8c:90:2d:21:88:c2,-80,2417,0,[4],0,2026-06-02T14:51:53.076151,0.0,0.0,0.0
577,TMOBILE-574E,18:60:41:4e:57:50,-82,2422,0,[4],0,2026-06-02T14:51:53.076184,0.0,0.0,0.0
578,,62:1a:11:5d:e6:16,-88,5805,0,[4],0,2026-06-02T14:51:53.076216,0.0,0.0,0.0
579,Trump2024,e2:db:d1:cb:76:f1,-87,2412,0,[4],0,2026-06-02T14:51:53.076248,0.0,0.0,0.0
580,,e2:db:d1:cb:76:f6,-87,2412,0,[3],0,2026-06-02T14:51:53.076280,0.0,0.0,0.0
581,M&M Lodge,24:e5:0f:4a:91:1a,-70,5745,0,[4],0,2026-06-02T14:52:46.126860,0.0,0.0,0.0
582,M&M Lodge,24:e5:0f:4a:7f:2c,-87,5745,0,[4],0,2026-06-02T14:52:46.127662,0.0,0.0,0.0
583,M&M Lodge,24:e5:0f:4a:76:71,-80,5745,0,[4],0,2026-06-02T14:52:46.127767,0.0,0.0,0.0
584,306D4721,0a:b4:b1:03:f8:e9,-61,5745,0,[],0,2026-06-02T14:52:46.127853,0.0,0.0,0.0
585,M&M Lodge,24:e5:0f:4a:7f:28,-81,2412,0,[4],0,2026-06-02T14:52:46.127939,0.0,0.0,0.0
586,M&M Lodge,24:e5:0f:4a:91:16,-49,2437,0,[4],0,2026-06-02T14:52:46.128023,0.0,0.0,0.0
587,M&M Lodge,24:e5:0f:4a:76:6d,-55,2412,0,[4],0,2026-06-02T14:52:46.128108,0.0,0.0,0.0
588,WACFan_8ADA98,10:97:bd:8a:da:99,-74,2412,0,[4],0,2026-06-02T14:52:46.128191,0.0,0.0,0.0
589,GDSH,c6:33:7c:c6:8f:b3,-75,2462,0,[],0,2026-06-02T14:52:46.128272,0.0,0.0,0.0
590,Vranes Backyard Starlink,62:1a:11:3d:e6:16,-89,5805,0,[4],0,2026-06-02T14:52:46.128356,0.0,0.0,0.0
591,Vranes Backyard Starlink,62:1a:11:2d:e6:16,-66,2462,0,[4],0,2026-06-02T14:52:46.128440,0.0,0.0,0.0
592,Brown Hollow 2,8e:a0:2d:21:88:c2,-82,2417,0,[4],0,2026-06-02T14:52:46.128659,0.0,0.0,0.0
593,Vranes Home Starlink,6e:42:4e:2b:01:f3,-49,2437,0,[4],0,2026-06-02T14:52:46.128750,0.0,0.0,0.0
594,Stupacalypse Now,06:99:12:28:1b:63,-78,2437,0,[4],0,2026-06-02T14:52:46.128840,0.0,0.0,0.0
595,,62:1a:11:4d:e6:16,-67,2462,0,[4],0,2026-06-02T14:52:46.128924,0.0,0.0,0.0
596,Brown Hollow 2,8e:a0:2d:21:88:c6,-68,2417,0,[4],0,2026-06-02T14:52:46.129008,0.0,0.0,0.0
597,,6e:42:4e:7b:01:f3,-76,5765,0,[4],0,2026-06-02T14:52:46.129089,0.0,0.0,0.0
598,Vranes Home Starlink,6e:42:4e:4b:01:f3,-76,5765,0,[4],0,2026-06-02T14:52:46.129174,0.0,0.0,0.0
599,,8c:90:2d:21:88:c6,-73,2417,0,[4],0,2026-06-02T14:52:46.129260,0.0,0.0,0.0
600,,06:99:12:88:1b:63,-88,2437,0,[4],0,2026-06-02T14:52:46.129349,0.0,0.0,0.0
601,,6e:42:4e:5b:01:f3,-50,2437,0,[4],0,2026-06-02T14:52:46.129433,0.0,0.0,0.0
602,Wifi2024S,88:ad:43:09:34:08,-87,2412,0,[4],0,2026-06-02T14:52:46.129516,0.0,0.0,0.0
603,Simon,3c:7c:3f:97:3a:4c,-90,5200,0,[4],0,2026-06-02T14:52:46.129633,0.0,0.0,0.0
604,,8c:90:2d:21:88:ca,-75,2417,0,[4],0,2026-06-02T14:52:46.129716,0.0,0.0,0.0
605,,a2:ad:43:09:34:08,-89,2412,0,[],0,2026-06-02T14:52:46.129796,0.0,0.0,0.0
606,,6e:42:4e:6b:01:f3,-76,5220,0,[4],0,2026-06-02T14:52:46.129878,0.0,0.0,0.0
607,Vranes Home Starlink,6e:42:4e:3b:01:f3,-76,5220,0,[4],0,2026-06-02T14:52:46.129961,0.0,0.0,0.0
608,Stunami Internet,c8:7f:54:49:c1:68,-69,2452,0,[4],0,2026-06-02T14:52:46.130044,0.0,0.0,0.0
609,Simon,3c:7c:3f:97:3a:48,-84,2447,0,[4],0,2026-06-02T14:52:46.130127,0.0,0.0,0.0
610,,6e:42:4e:8b:01:f3,-48,2437,0,[4],0,2026-06-02T14:52:46.130209,0.0,0.0,0.0
611,,62:1a:11:6d:e6:16,-61,2462,0,[4],0,2026-06-02T14:52:46.130292,0.0,0.0,0.0
612,,8c:90:2d:21:88:c2,-80,2417,0,[4],0,2026-06-02T14:52:46.130374,0.0,0.0,0.0
613,TMOBILE-574E,18:60:41:4e:57:50,-82,2422,0,[4],0,2026-06-02T14:52:46.130457,0.0,0.0,0.0
614,,62:1a:11:5d:e6:16,-89,5805,0,[4],0,2026-06-02T14:52:46.130598,0.0,0.0,0.0
615,Trump2024,e2:db:d1:cb:76:f1,-87,2412,0,[4],0,2026-06-02T14:52:46.130688,0.0,0.0,0.0
616,,e2:db:d1:cb:76:f6,-87,2412,0,[3],0,2026-06-02T14:52:46.130775,0.0,0.0,0.0
617,Brown Hollow 2,8e:a0:2d:21:88:ca,-81,2417,0,[4],0,2026-06-02T14:52:46.130861,0.0,0.0,0.0
618,,1a:60:41:7e:57:50,-83,2422,0,[4],0,2026-06-02T14:52:46.130945,0.0,0.0,0.0
619,[LG_Oven]aab8,22:28:bc:e6:aa:b8,-92,2462,0,[4],0,2026-06-02T14:52:46.131029,0.0,0.0,0.0
620,Verizon_XLRTM9,dc:4b:a1:e0:5e:9d,-90,2437,0,[4],0,2026-06-02T14:52:46.131113,0.0,0.0,0.0
621,XFSETUP-B3D8,be:58:5d:2e:3d:a8,-86,2412,0,[4],0,2026-06-02T14:52:46.131196,0.0,0.0,0.0
622,M&M Lodge,24:e5:0f:4a:91:1a,-68,5745,0,[4],0,2026-06-02T14:53:39.180282,0.0,0.0,0.0
623,M&M Lodge,24:e5:0f:4a:7f:2c,-87,5745,0,[4],0,2026-06-02T14:53:39.180662,0.0,0.0,0.0
624,M&M Lodge,24:e5:0f:4a:76:71,-79,5745,0,[4],0,2026-06-02T14:53:39.180705,0.0,0.0,0.0
625,306D4721,0a:b4:b1:03:f8:e9,-61,5745,0,[],0,2026-06-02T14:53:39.180741,0.0,0.0,0.0
626,M&M Lodge,24:e5:0f:4a:7f:28,-68,2412,0,[4],0,2026-06-02T14:53:39.180778,0.0,0.0,0.0
627,M&M Lodge,24:e5:0f:4a:91:16,-80,2437,0,[4],0,2026-06-02T14:53:39.180814,0.0,0.0,0.0
628,M&M Lodge,24:e5:0f:4a:76:6d,-57,2412,0,[4],0,2026-06-02T14:53:39.180849,0.0,0.0,0.0
629,WACFan_8ADA98,10:97:bd:8a:da:99,-75,2412,0,[4],0,2026-06-02T14:53:39.180885,0.0,0.0,0.0
630,GDSH,c6:33:7c:c6:8f:b3,-73,2462,0,[],0,2026-06-02T14:53:39.180919,0.0,0.0,0.0
631,Vranes Backyard Starlink,62:1a:11:3d:e6:16,-89,5805,0,[4],0,2026-06-02T14:53:39.180954,0.0,0.0,0.0
632,Vranes Backyard Starlink,62:1a:11:2d:e6:16,-66,2462,0,[4],0,2026-06-02T14:53:39.180990,0.0,0.0,0.0
633,Vranes Home Starlink,6e:42:4e:2b:01:f3,-56,2437,0,[4],0,2026-06-02T14:53:39.181025,0.0,0.0,0.0
634,Stupacalypse Now,06:99:12:28:1b:63,-81,2437,0,[4],0,2026-06-02T14:53:39.181060,0.0,0.0,0.0
635,,62:1a:11:4d:e6:16,-67,2462,0,[4],0,2026-06-02T14:53:39.181095,0.0,0.0,0.0
636,Brown Hollow 2,8e:a0:2d:21:88:c6,-69,2417,0,[4],0,2026-06-02T14:53:39.181131,0.0,0.0,0.0
637,,6e:42:4e:7b:01:f3,-75,5765,0,[4],0,2026-06-02T14:53:39.181166,0.0,0.0,0.0
638,Vranes Home Starlink,6e:42:4e:4b:01:f3,-75,5765,0,[4],0,2026-06-02T14:53:39.181201,0.0,0.0,0.0
639,,8c:90:2d:21:88:c6,-76,2417,0,[4],0,2026-06-02T14:53:39.181236,0.0,0.0,0.0
640,,6e:42:4e:5b:01:f3,-50,2437,0,[4],0,2026-06-02T14:53:39.181271,0.0,0.0,0.0
641,,8c:90:2d:21:88:ca,-80,2417,0,[4],0,2026-06-02T14:53:39.181306,0.0,0.0,0.0
